GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_
"RUA JONATAS SERRANO, 136,
SAO PAULO, SAO PAULO - BRASIL","175208750166000261","175","208","7501","00","0261",SO,GRA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",39.00,138.00,RUA JONATAS SERRANO,"136",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,7428688","-46,680765"
"RUA JONATAS SERRANO, 136,
SAO PAULO, SAO PAULO - BRASIL","175208750166000262","175","208","7501","00","0262",SO,GRA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",96.00,138.00,RUA JONATAS SERRANO,"136",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,7428688","-46,680765"
"RUA MANUEL DA SILVA RIO, 260,
SAO PAULO, SAO PAULO - BRASIL","134405749524000048","134","405","7495","00","0048",IT,IPA,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1755.00,RUA MANUEL DA SILVA RIO,"260",R,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4914704","-46,3780288"
"RUA OTAVIO MENDES DOS SANTOS , 175 , SAO PAULO , SAO PAULO , BRASIL","131098748960000084","131","098","7489","00","0084",MP,VJ,"1",S,S,ZC,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",265.00,424.00,RUA OTAVIO MENDES DOS SANTOS,"175",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,485975","-46,4683191"
"RUA JUDITH PASSALD ESTEVES, 350, SAO PAULO, SAO PAULO - BRASIL","123069748307080000","123","069","7483","08","0000",BT,VSO,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",568.00,395.00,RUA JUDITH PASSALD ESTEVES,"350",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5998981","-46,7304261"
"RUA TREZE, 37,
SAO PAULO, SAO PAULO - BRASIL","136045746738000052","136","045","7467","00","0052",GU,GUA,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,246.00,RUA TREZE,"37",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4858228","-46,4625439"
"RUA TREZE, 37,
SAO PAULO, SAO PAULO - BRASIL","136045746738000051","136","045","7467","00","0051",GU,GUA,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,248.00,RUA TREZE,"37",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4858228","-46,4625439"
"RUA BARRA FELIZ, 190, SAO PAULO, SAO PAULO - BRASIL","154094740373010000","154","094","7403","01","0000",SB,SAP,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",260.00,250.00,RUA BARRA FELIZ,"190",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","-23,6061714","-46,5089862"
"RUA BARRA FELIZ, 90, SAO PAULO, SAO PAULO - BRASIL","154094740373020000","154","094","7403","02","0000",SB,SAP,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,125.00,RUA BARRA FELIZ,"90",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","-23,6053871","-46,5095498"
"RUA BERNARDO BARBOSA, 3,
SAO PAULO, SAO PAULO - BRASIL","138186739626000080","138","186","7396","00","0080",GU,LAJ,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",177.00,193.00,RUA BERNARDO BARBOSA,"3",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5279587","-46,4196721"
"RUA BERNARDO BARBOSA, 3,
SAO PAULO, SAO PAULO - BRASIL","138186739626000079","138","186","7396","00","0079",GU,LAJ,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,RUA BERNARDO BARBOSA,"3",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5279587","-46,4196721"
"RUA ROSA DE JERICO , 235 , SAO PAULO , SAO PAULO , BRASIL","131054739251000047","131","054","7392","00","0047",MP,VJ,"1",S,S,ZEUP,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1025.00,900.00,RUA ROSA DE JERICO,"235",R,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4993261","-46,4647126"
"RUA FRANCISCO ROMANO , 101 , SAO PAULO , SAO PAULO , BRASIL","119152738697000028","119","152","7386","00","0028",IP,SA,"2",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",106.00,101.00,RUA FRANCISCO ROMANO,"101",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6334061","-46,5901553"
"RUA EDALBERTO DOS SANTOS, 60, SAO PAULO, SAO PAULO - BRASIL","112844738255010000","112","844","7382","01","0000",MP,JDH,"1",S,S,ZCA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",572.00,250.00,RUA EDALBERTO DOS SANTOS,"60",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,47934","-46,4291182"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000042","198","095","7379","00","0042",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4535254","-46,5916667"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000041","198","095","7379","00","0041",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4535254","-46,5916667"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000044","198","095","7379","00","0044",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4535254","-46,5916667"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000043","198","095","7379","00","0043",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4535254","-46,5916667"
"RUA GUMERCINDO DE PAULA, 420, SAO PAULO, SAO PAULO - BRASIL","307047737712000140","307","047","7377","00","0140",FO,FRE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",117.00,84.00,RUA GUMERCINDO DE PAULA,"420",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4764628","-46,7012368"
"RUA GUMERCINDO DE PAULA, 412, SAO PAULO, SAO PAULO - BRASIL","307047737712000141","307","047","7377","00","0141",FO,FRE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",117.00,84.00,RUA GUMERCINDO DE PAULA,"412",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4765282","-46,7013061"
"RUA DA BARACELA, 229, SAO PAULO, SAO PAULO - BRASIL","063288736406000008","063","288","7364","00","0008",MG,VMR,"2",S,S,ZEIS-2,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",6000.00,6338.00,RUA DA BARACELA,"229",D,0.00,,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5080028","-46,5608731"
"RUA DA BARACELA, 229, SAO PAULO, SAO PAULO - BRASIL","063288736406000007","063","288","7364","00","0007",MG,VMR,"3",S,S,ZEIS-2,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",354.00,11644.00,RUA DA BARACELA,"229",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5080028","-46,5608731"
"RUA JERONIMO PEDROSO BARROS, 302, SAO PAULO, SAO PAULO - BRASIL","193004732141000222","193","004","7321","00","0222",GU,LAJ,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,8671.00,RUA JERONIMO PEDROSO BARROS,"302",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5250207","-46,3942913"
"RUA JERONIMO PEDROSO BARROS, 302, SAO PAULO, SAO PAULO - BRASIL","193004732141000223","193","004","7321","00","0223",GU,LAJ,"5",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1246.00,RUA JERONIMO PEDROSO BARROS,"302",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5250207","-46,3942913"
"RUA GRANDES RIOS, 69, SAO PAULO, SAO PAULO - BRASIL","187225731994010000","187","225","7319","01","0000",PR,PRS,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",474.00,160.00,RUA GRANDES RIOS,"69",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4073128","-46,7636524"
"TRAVESSA RETORNO DO VALE, 0,
SAO PAULO, SAO PAULO - BRASIL","181021726613000244","181","021","7266","00","0244",CL,CRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",71.00,662.00,TRAVESSA RETORNO DO VALE,"0",D,0.00,,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6847182","-46,7944931"
"RUA FELIPE RODRIGUES, 211,
SAO PAULO, SAO PAULO - BRASIL","164197725773000019","164","197","7257","00","0019",MB,JDA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,158.00,RUA FELIPE RODRIGUES,"211",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,7193896","-46,7631453"
"RUA FELIPE RODRIGUES, 11,
SAO PAULO, SAO PAULO - BRASIL","164197725773000018","164","197","7257","00","0018",MB,JDA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,158.00,RUA FELIPE RODRIGUES,"11",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,7193849","-46,763258"
"RUA LUIS FIGUEIRA, , SAO PAULO, SAO PAULO - BRASIL","209019721875000008","209","019","7218","00","0008",PJ,JAR,"3",S,S,ZEIS-2,"0",,,"0","0",S,ZMa,"0",,,"0","0",ZEPAM,"0",,,"0","0",QA,"10",,,"0","0",QA,"12",,,"0","0",MA,"4",,L,"16050","2014",0.00,181192.00,RUA LUIS FIGUEIRA,,D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4573338","-46,7364669"
"RUA MARIA ADELINA FRANCA WHITAKER, 450,
SAO PAULO, SAO PAULO - BRASIL","163200720674000076","163","200","7206","00","0076",SO,CDU,"2",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",650.00,637.00,RUA MARIA ADELINA FRANCA WHITAKER,"450",R,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,7083928","-46,69595"
"RUA LAURA DOS ANJOS RAMOS , 121 , SAO PAULO , SAO PAULO , BRASIL","121016719056000080","121","016","7190","00","0080",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",127.00,94.00,RUA LAURA DOS ANJOS RAMOS,"121",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6833473","-46,6771274"
"RUA LAURA DOS ANJOS RAMOS , 129 , SAO PAULO , SAO PAULO , BRASIL","121016719056000082","121","016","7190","00","0082",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",126.00,93.00,RUA LAURA DOS ANJOS RAMOS,"129",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6833621","-46,6770688"
"RUA LAURA DOS ANJOS RAMOS , 125 , SAO PAULO , SAO PAULO , BRASIL","121016719056000081","121","016","7190","00","0081",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",124.00,92.00,RUA LAURA DOS ANJOS RAMOS,"125",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6833746","-46,6771087"
"RUA MATEUS COELHO , 143 , SAO PAULO , SAO PAULO , BRASIL","109105718513000029","109","105","7185","00","0029",JT,TR,"3",S,S,ZMA,"0","0",,"0","0",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",124.00,221.00,RUA MATEUS COELHO,"143",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4542512","-46,6067598"
"AVENIDA SAPOPEMBA, 17400,
SAO PAULO, SAO PAULO - BRASIL","15226471824000098","152","264","7158","00","0098",SM,SRA,"3",S,S,ZMa,"0",,,"0","0",S,ZCa,"0",,,"0","0",QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",589.00,639.00,AVENIDA SAPOPEMBA,"17400",R,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6203643","-46,4548154"
"RUA MORADA NOVA DE MINAS, 789,
SAO PAULO, SAO PAULO - BRASIL","149053707392000056","149","053","7073","00","0056",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",82.00,103.00,RUA MORADA NOVA DE MINAS,"789",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5834463","-46,4970494"
"RUA MORADA NOVA DE MINAS, 785,
SAO PAULO, SAO PAULO - BRASIL","149053707392000055","149","053","7073","00","0055",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",83.00,103.00,RUA MORADA NOVA DE MINAS,"785",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5834393","-46,4970857"
"RUA MORADA NOVA DE MINAS, 811,
SAO PAULO, SAO PAULO - BRASIL","149053707392000058","149","053","7073","00","0058",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,921.00,RUA MORADA NOVA DE MINAS,"811",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5836029","-46,4968032"
"RUA MORADA NOVA DE MINAS, 793,
SAO PAULO, SAO PAULO - BRASIL","149053707392000057","149","053","7073","00","0057",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",83.00,103.00,RUA MORADA NOVA DE MINAS,"793",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5834638","-46,4970246"
"RUA MORADA NOVA DE MINAS, 811,
SAO PAULO, SAO PAULO - BRASIL","149053707392000062","149","053","7073","00","0062",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,307.00,RUA MORADA NOVA DE MINAS,"811",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5836029","-46,4968032"
"RUA RIO CORRENTE, 39, SAO PAULO, SAO PAULO - BRASIL","144028707104010000","144","028","7071","01","0000",IQ,JBO,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",729.00,250.00,RUA RIO CORRENTE,"39",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,548336","-46,4435369"
"RUA RIBEIRAO DAS FURNAS, 210, SAO PAULO, SAO PAULO - BRASIL","115344705764010000","115","344","7057","01","0000",GU,LAJ,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",13724.00,4882.00,RUA RIBEIRAO DAS FURNAS,"210",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5340976","-46,4026415"
"RUA ALTO SUCURIU , 172 , SAO PAULO , SAO PAULO , BRASIL","127218701319000027","127","218","7013","00","0027",CV,CA,"3",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1750.00,1221.00,RUA ALTO SUCURIU,"172",R,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,457547","-46,6633198"
"RUA GOMES MUACHO, 249, SAO PAULO, SAO PAULO - BRASIL","193086700193010000","193","086","7001","01","0000",GU,LAJ,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",444.00,396.00,RUA GOMES MUACHO,"249",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5431241","-46,3969874"
"RUA MANUEL RIBEIRO ROSA , 368 , SAO PAULO , SAO PAULO , BRASIL","125076699888000046","125","076","6998","00","0046",PJ,PI,"1",S,S,ZM,"0","0",,"0","0",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",154.00,154.00,RUA MANUEL RIBEIRO ROSA,"368",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4806159","-46,7227987"
"RUA MANUEL RIBEIRO ROSA , 370 , SAO PAULO , SAO PAULO , BRASIL","125076699888000045","125","076","6998","00","0045",PJ,PI,"1",S,S,ZM,"0","0",,"0","0",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",111.00,111.00,RUA MANUEL RIBEIRO ROSA,"370",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4805888","-46,722873"
"RUA ROSA DA TURQUIA , 26 , SAO PAULO , SAO PAULO , BRASIL","131008698911000053","131","008","6989","00","0053",MP,VJ,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",204.00,130.00,RUA ROSA DA TURQUIA,"26",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,501212","-46,4692846"
"RUA ROSA DA TURQUIA , 26 , SAO PAULO , SAO PAULO , BRASIL","131008698911000052","131","008","6989","00","0052",MP,VJ,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",206.00,134.00,RUA ROSA DA TURQUIA,"26",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,501212","-46,4692846"
"RUA MEDIO IGUACU, 280, SAO PAULO, SAO PAULO - BRASIL","114154698849010000","114","154","6988","01","0000",IQ,CLD,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",686.00,411.00,RUA MEDIO IGUACU,"280",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5560028","-46,4706109"
